id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
privacy.app_permissions.phone_calls.let_apps_make_phone_calls,Phone calls,,,Let apps make phone calls,Toggle,Privacy & security > Phone calls > Let apps make phone calls,ms-settings:privacy-phonecalls,,,app phone permission|which apps can call|phone app list|call permissions,Choose which apps can make phone calls.,Vision,Windows 11,2026-06-22
privacy.app_permissions.phone_calls.recent_activity,Phone calls,,,Recent activity,Button,Privacy & security > Phone calls > Recent activity,ms-settings:privacy-phonecalls,,,phone usage history|call access log|recent phone requests|who made calls,Review phone call requests from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.call_history.call_history_access,Call history,,,Call history access,Toggle,Privacy & security > Call history > Call history access,ms-settings:privacy-callhistory,,,call log access|phone history permission|recent calls access|call record access,Anyone using this device can choose if their apps have access to call history when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.call_history.let_apps_access_call_history,Call history,,,Let apps access your call history,Toggle,Privacy & security > Call history > Let apps access your call history,ms-settings:privacy-callhistory,,,app call history|which apps see calls|call history app list|call log permissions,Choose which apps can access your call history.,Vision,Windows 11,2026-06-22
privacy.app_permissions.email.email_access,Email,,,Email access,Toggle,Privacy & security > Email > Email access,ms-settings:privacy-email,,,email permission|mail access|outlook access|email app access,Anyone using this device can choose if their apps have access to email when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.email.let_apps_access_email,Email,,,Let apps access your email,Toggle,Privacy & security > Email > Let apps access your email,ms-settings:privacy-email,,,app email permission|which apps see email|email app list|mail permissions,Choose which apps can access your email.,Vision,Windows 11,2026-06-22
privacy.app_permissions.email.managing_microsoft_account_privacy,Email,,Related support,Managing Microsoft account privacy settings,Hyperlink,Privacy & security > Email > Managing Microsoft account privacy settings,ms-settings:privacy-email,,,microsoft account privacy email|account privacy management|live account privacy,Learn about managing privacy settings for your Microsoft account.,Vision,Windows 11,2026-06-22
privacy.app_permissions.email.changing_microsoft_account_email,Email,,Related support,Changing my Microsoft account email,Hyperlink,Privacy & security > Email > Changing my Microsoft account email,ms-settings:privacy-email,,,change account email|microsoft email change|update account email,Learn how to change your Microsoft account email address.,Vision,Windows 11,2026-06-22
privacy.app_permissions.email.unblocking_microsoft_account,Email,,Related support,Unblocking my Microsoft account,Hyperlink,Privacy & security > Email > Unblocking my Microsoft account,ms-settings:privacy-email,,,unlock account|blocked account|microsoft account unblock|account suspended,Learn how to unblock your Microsoft account.,Vision,Windows 11,2026-06-22
privacy.app_permissions.tasks.tasks_access,Tasks,,,Tasks access,Toggle,Privacy & security > Tasks > Tasks access,ms-settings:privacy-tasks,,,task permission|to do access|task list access|reminders access,Anyone using this device can choose if their apps have access to tasks when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.tasks.let_apps_access_tasks,Tasks,,,Let apps access your tasks,Toggle,Privacy & security > Tasks > Let apps access your tasks,ms-settings:privacy-tasks,,,app task permission|which apps see tasks|task app list|task permissions,Choose which apps can access your tasks.,Vision,Windows 11,2026-06-22
privacy.app_permissions.messaging.messaging_access,Messaging,,,Messaging access,Toggle,Privacy & security > Messaging > Messaging access,ms-settings:privacy-messaging,,,sms permission|text message access|messaging app access|mms access,Anyone using this device can choose if their apps have access to read text messages with a cellular connection when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.messaging.let_apps_read_messages,Messaging,,,Let apps read messages,Toggle,Privacy & security > Messaging > Let apps read messages,ms-settings:privacy-messaging,,,app message permission|which apps read texts|sms app list|message permissions,Choose which apps can read messages.,Vision,Windows 11,2026-06-22
privacy.app_permissions.messaging.recent_activity,Messaging,,,Recent activity,Button,Privacy & security > Messaging > Recent activity,ms-settings:privacy-messaging,,,messaging usage history|sms access log|recent message requests|who read texts,Review text message access from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.radios.radio_control_access,Radios,,,Radio control access,Toggle,Privacy & security > Radios > Radio control access,ms-settings:privacy-radios,,,bluetooth permission|wifi permission|radio permission|wireless access,Anyone using this device can choose if their apps have access to control device radios when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.radios.let_apps_control_radios,Radios,,,Let apps control device radios,Toggle,Privacy & security > Radios > Let apps control device radios,ms-settings:privacy-radios,,,app radio permission|which apps control bluetooth|radio app list|wireless permissions,Choose which apps can control your device radios.,Vision,Windows 11,2026-06-22
privacy.app_permissions.other_devices.communicate_unpaired_devices,Other devices,,Communicate with unpaired devices,Communicate with unpaired devices,Toggle,Privacy & security > Other devices > Communicate with unpaired devices,ms-settings:privacy-customdevices,,,unpaired bluetooth|beacon access|wireless sync|unpaired device access,"Let your apps automatically share and sync info with wireless devices that don't explicitly pair with your PC, tablet, or phone.",Vision,Windows 11,2026-06-22
privacy.app_permissions.other_devices.choose_apps_unpaired,Other devices,,Communicate with unpaired devices,Choose apps that can communicate with unpaired devices,Hyperlink,Privacy & security > Other devices > Choose apps that can communicate with unpaired devices,ms-settings:privacy-customdevices,,,app unpaired devices|which apps sync wireless|unpaired app list,Choose which apps can communicate with unpaired devices.,Vision,Windows 11,2026-06-22
privacy.app_permissions.other_devices.use_trusted_devices,Other devices,,Use trusted devices,Use trusted devices,Button,Privacy & security > Other devices > Use trusted devices,ms-settings:privacy-customdevices,,,trusted hardware|xbox one|tv connection|projector connection|connected devices,"Let your apps use your trusted devices such as Xbox One, TVs, and projectors.",Vision,Windows 11,2026-06-22
privacy.app_permissions.app_diagnostics.app_diagnostic_access,App diagnostics,,,App diagnostic access,Toggle,Privacy & security > App diagnostics > App diagnostic access,ms-settings:privacy-appdiagnostics,,,diagnostic info access|app info permission|other apps info|diagnostic permission,Anyone using this device can choose if their apps have access to diagnostic info about other apps when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.app_diagnostics.let_apps_access_diagnostic_info,App diagnostics,,,Let apps access diagnostic info about your other apps,Toggle,Privacy & security > App diagnostics > Let apps access diagnostic info about your other apps,ms-settings:privacy-appdiagnostics,,,app diagnostic permission|which apps see diagnostics|diagnostic app list,Choose which apps can access diagnostic info about your other apps.,Vision,Windows 11,2026-06-22
privacy.app_permissions.automatic_file_downloads.allow_previously_blocked,Automatic file downloads,,,Allow previously blocked apps to request automatic file downloads,Button,Privacy & security > Automatic file downloads > Allow previously blocked apps,ms-settings:privacy-automaticfiledownloads,,,unblock downloads|allow download requests|automatic download permission|cloud download,Previously blocked apps will be allowed to ask your permission to download files again.,Vision,Windows 11,2026-06-22
